"REF_DATE","GEO","DGUID","Land use","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1976","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","7639441","","","","0"
"1981","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","8441242","","","","0"
"1986","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","9162524","","","","0"
"1991","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","9292044","","","","0"
"1996","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","9546547","","","","0"
"2001","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","9728181","","","","0"
"2006","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","9621606","","","","0"
"2011","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","9753849","","","","0"
"2016","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","10223079","","","","0"
"2021","Alberta","2016A000248","Land in crops","Hectares","Hectares","149","units","0","v62726067","10.2.3","10380457","","","","0"
"1956","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","196","","","","0"
"1961","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","223","","","","0"
"1966","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","270","","","","0"
"1971","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","310","","","","0"
"1976","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","338","","","","0"
"1981","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","391","","","","0"
"1986","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","433","","","","0"
"1991","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","453","","","","0"
"1996","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","469","","","","0"
"2001","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","522","","","","0"
"2006","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","578","","","","0"
"2011","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","657","","","","0"
"2016","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","746","","","","0"
"2021","Alberta","2016A000248","Land in crops","Average area in acres","Acres","28","units","0","v62726068","10.2.4","775","","","","0"
"1976","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","35486","","","","0"
"1981","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","27845","","","","0"
"1986","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","25278","","","","0"
"1991","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","18963","","","","0"
"1996","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","15819","","","","0"
"2001","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","13268","","","","0"
"2006","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","8390","","","","0"
"2011","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","5336","","","","0"
"2016","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","3660","","","","0"
"2021","Alberta","2016A000248","Summerfallow land","Number of farms reporting","Number","223","units","0","v62726069","10.3.1","2459","","","","0"
"1976","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","6494462","","","","0"
"1981","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","5449831","","","","0"
"1986","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","5255965","","","","0"
"1991","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","4377212","","","","0"
"1996","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","3550265","","","","0"
"2001","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","3053214","","","","0"
"2006","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","2239633","","","","0"
"2011","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","1263051","","","","0"
"2016","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","644021","","","","0"
"2021","Alberta","2016A000248","Summerfallow land","Acres","Acres","28","units","0","v62726070","10.3.2","385178","","","","0"
"1976","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","2628215","","","","0"
"1981","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","2205468","","","","0"
"1986","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","2127013","","","","0"
"1991","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","1771395","","","","0"
"1996","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","1436741","","","","0"
"2001","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","1235592","","","","0"
"2006","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","906347","","","","0"
"2011","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","511139","","","","0"
"2016","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","260626","","","","0"
"2021","Alberta","2016A000248","Summerfallow land","Hectares","Hectares","149","units","0","v62726071","10.3.3","155876","","","","0"
"1976","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","183","","","","0"
"1981","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","196","","","","0"
"1986","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","208","","","","0"
"1991","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","231","","","","0"
"1996","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","224","","","","0"
"2001","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","230","","","","0"
"2006","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","267","","","","0"
"2011","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","237","","","","0"
"2016","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","176","","","","0"
"2021","Alberta","2016A000248","Summerfallow land","Average area in acres","Acres","28","units","0","v62726072","10.3.4","157","","","","0"
"1976","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","25963","","","","0"
"1981","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","27071","","","","0"
"1986","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","22254","","","","0"
"1991","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","23375","","","","0"
"1996","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","25672","","","","0"
"2001","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","24103","","","","0"
"2006","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","22997","","","","0"
"2011","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","19036","","","","0"
"2016","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","16077","","","","0"
"2021","Alberta","2016A000248","Tame or seeded pasture","Number of farms reporting","Number","223","units","0","v62726073","10.4.1","15244","","","","0"
"1976","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","3277655","","","","0"
"1981","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","3907830","","","","0"
"1986","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","3402183","","","","0"
"1991","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","4305760","","","","0"
"1996","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","4731087","","","","0"
"2001","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","5512654","","","","0"
"2006","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","6137362","","","","0"
"2011","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","5920507","","","","0"
"2016","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","5421962","","","","0"
"2021","Alberta","2016A000248","Tame or seeded pasture","Acres","Acres","28","units","0","v62726074","10.4.2","5249960","","","","0"
"1976","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","1326420","","","","0"
"1981","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","1581443","","","","0"
"1986","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","1376814","","","","0"
"1991","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","1742479","","","","0"
"1996","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","1914603","","","","0"
"2001","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","2230892","","","","0"
"2006","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","2483702","","","","0"
"2011","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","2395944","","","","0"
"2016","Alberta","2016A000248","Tame or seeded pasture","Hectares","Hectares","149","units","0","v62726075","10.4.3","2194190","","","","0"
